title,doi,href,authors,journal,volume_issue,date,access,source_file
Electrochemical Modeling and Degradation Analysis of Lithium-Ion Batteries in High Temperature Environments,10.1002/bte2.20250043,/doi/10.1002/bte2.20250043,"Fei Chen, ,, Fan Yang, ,, Haoran Chu, ,, Jiatong Xu, ,, Kaiyi Yang, ,, Justice D. Akoto, ,, Ali Haider, ,, Xingrui Wang, ,, Jie Yang, ,, Xinhua Liu, ,, Zhiming Feng, ,, Rui Tan, ,",Battery Energy,Early View,First published: 17 October 2025,Open Access,page_044.html
Revealing Structural Insights of Solid Electrolyte Interphase in High-Concentrated Non-Flammable Electrolyte for Li Metal Batteries by Cryo-TEM,10.1002/smll.202300849,/doi/10.1002/smll.202300849,"Qing Zhang, ,, Chuan Zhou, ,, Menghao Li, ,, Yuanmin Zhu, ,, Xianbin Wei, ,, Shaocheng Shen, ,, Zongwei Ji, ,, Guangfu Luo, ,, Yifeng Cheng, ,, Xuming Yang, ,, Zhijie Wang, ,, Lingfeng Zou, ,, Lin Zeng, ,, Junhao Lin, ,, Lei Li, ,, Joseph S. Francisco, ,, Meng Gu, ,",Small,"Volume 19, Issue 28",First published: 29 March 2023,Full Access,page_044.html
Delineating the Lithium–Electrolyte Interfacial Chemistry and the Dynamics of Lithium Deposition in Lithium–Sulfur Batteries,10.1002/aenm.202003293,/doi/10.1002/aenm.202003293,"Sanjay Nanda, ,, Arumugam Manthiram, ,",Advanced Energy Materials,"Volume 11, Issue 11",First published: 27 January 2021,Full Access,page_044.html
Extensive Sodium Metal Plating and Stripping in a Highly Concentrated Inorganic−Organic Ionic Liquid Electrolyte through Surface Pretreatment,10.1002/celc.201600784,/doi/10.1002/celc.201600784,"Andrew Basile, ,, Faezeh Makhlooghiazad, ,, Ruhamah Yunis, ,, Douglas R. MacFarlane, ,, Maria Forsyth, ,, Patrick C. Howlett, ,",ChemElectroChem,"Volume 4, Issue 5",First published: 09 February 2017,Full Access,page_044.html
Cover Feature: The Electrochemical Performance of Silicon Nanoparticles in Concentrated Electrolyte (ChemSusChem 11/2018),10.1002/cssc.201801143,/doi/10.1002/cssc.201801143,"Zeng-hua Chang, ,, Jian-tao Wang, ,, Zhao-hui Wu, ,, Min Gao, ,, Shuai-jin Wu, ,, Shi-gang Lu, ,",ChemSusChem,"Volume 11, Issue 11",First published: 01 June 2018,Free Access,page_044.html
Cryo-Electron Tomography of Highly Deformable and Adherent Solid-Electrolyte Interphase Exoskeleton in Li-Metal Batteries with Ether-Based Electrolyte,10.1002/adma.202108252,/doi/10.1002/adma.202108252,"Bing Han, ,, Xiangyan Li, ,, Qi Wang, ,, Yucheng Zou, ,, Guiyin Xu, ,, Yifeng Cheng, ,, Zhen Zhang, ,, Yusheng Zhao, ,, Yonghong Deng, ,, Ju Li, ,, Meng Gu, ,",Advanced Materials,"Volume 34, Issue 13",First published: 10 December 2021,Full Access,page_044.html
Geometric Design of Interface Structures and Electrolyte Solvation Chemistry for Fast Charging Lithium-Ion Batteries,10.1002/adma.202418773,/doi/10.1002/adma.202418773,"Chaeeun Song, ,, Seung Hee Han, ,, Youngwoo Choi, ,, Hong Rim Shin, ,, Min Kyu Kim, ,, Chaewon Gong, ,, Dongyan Chen, ,, Jong-Won Lee, ,, Seungbum Hong, ,, Nam-Soon Choi, ,",Advanced Materials,"Volume 37, Issue 19",First published: 11 March 2025,Full Access,page_044.html
Electrochemical and Mechanical Evolution of Sulfide-Based Solid Electrolytes: Insights from Operando XPS and Cell Pressure Measurements,10.1002/smll.202508796,/doi/10.1002/smll.202508796,"Valerie Siller, ,, Linfeng Xu, ,, Laurent Castro, ,, Aurélie Guéguen, ,, Mario El Kazzi, ,",Small,Early View,First published: 03 October 2025,Open Access,page_044.html
Design of a LiF-Rich Solid Electrolyte Interphase Layer through Highly Concentrated LiFSI–THF Electrolyte for Stable Lithium Metal Batteries,10.1002/smll.202103375,/doi/10.1002/smll.202103375,"Thuy Duong Pham, ,, Abdullah Bin Faheem, ,, Kyung-Koo Lee, ,",Small,"Volume 17, Issue 46",First published: 11 October 2021,Full Access,page_044.html
Fluorinated Solvent-Coupled Anion-Derived Interphase to Stabilize Silicon Microparticle Anodes for High-Energy-Density Batteries,10.1002/adfm.202303667,/doi/10.1002/adfm.202303667,"Yan Liu, ,, Yutong Huang, ,, Xin Xu, ,, Yang Liu, ,, Jianghong Yang, ,, Jiawei Lai, ,, Junkai Shi, ,, Shuxian Wang, ,, Weizhen Fan, ,, Yue-Peng Cai, ,, Ya-Qian Lan, ,, Qifeng Zheng, ,",Advanced Functional Materials,"Volume 33, Issue 40",First published: 28 May 2023,Full Access,page_044.html
Atypical Hydrogen Bond Interaction Enables Anion-Rich Solvation Structure in Polymer Electrolytes for High-Voltage Flexible Lithium Metal Batteries,10.1002/advs.202507007,/doi/10.1002/advs.202507007,"Shujing Wen, ,, Junhua Zhou, ,, Guangzhao Zhang, ,, Qingrong Wang, ,, Chao Luo, ,, Ruo Wang, ,, Pengxian Li, ,, Chaoyang Wang, ,, Xiaoxiong Xu, ,, Yonghong Deng, ,, Jian Chang, ,, Zijian Zheng, ,",Advanced Science,"Volume 12, Issue 34",First published: 11 June 2025,Open Access,page_045.html
Interdependence of Support Wettability - Electrodeposition Rate- Sodium Metal Anode and SEI Microstructure,10.1002/ange.202412550,/doi/10.1002/ange.202412550,"Chang-An Lo, ,, Yixian Wang, ,, Varun R. Kankanallu, ,, Aditya Singla, ,, Dean Yen, ,, Xiaoyin Zheng, ,, Kaustubh G. Naik, ,, Bairav S. Vishnugopi, ,, Callum Campbell, ,, Vikalp Raj, ,, Chonghang Zhao, ,, Lu Ma, ,, Jianming Bai, ,, Feipeng Yang, ,, Ruipeng Li, ,, Mingyuan Ge, ,, John Watt, ,, Partha P. Mukherjee, ,, David Mitlin, ,, Yu-chen Karen Chen-Wiegart, ,",Angewandte Chemie,"Volume 137, Issue 8",First published: 15 September 2024,Full Access,page_045.html
"Interrelation Between External Pressure, SEI Structure, and Electrodeposit Morphology in an Anode-Free Lithium Metal Battery",10.1002/aenm.202302261,/doi/10.1002/aenm.202302261,"Wei Liu, ,, Yiteng Luo, ,, Yuhang Hu, ,, Zidong Chen, ,, Qiang Wang, ,, Yungui Chen, ,, Naseem Iqbal, ,, David Mitlin, ,",Advanced Energy Materials,"Volume 14, Issue 5",First published: 27 November 2023,Full Access,page_045.html
Interdependence of Support Wettability - Electrodeposition Rate- Sodium Metal Anode and SEI Microstructure,10.1002/anie.202412550,/doi/10.1002/anie.202412550,"Chang-An Lo, ,, Yixian Wang, ,, Varun R. Kankanallu, ,, Aditya Singla, ,, Dean Yen, ,, Xiaoyin Zheng, ,, Kaustubh G. Naik, ,, Bairav S. Vishnugopi, ,, Callum Campbell, ,, Vikalp Raj, ,, Chonghang Zhao, ,, Lu Ma, ,, Jianming Bai, ,, Feipeng Yang, ,, Ruipeng Li, ,, Mingyuan Ge, ,, John Watt, ,, Partha P. Mukherjee, ,, David Mitlin, ,, Yu-chen Karen Chen-Wiegart, ,",Angewandte Chemie International Edition,"Volume 64, Issue 8",First published: 15 September 2024,Full Access,page_045.html
Cover Picture: The Sound of Batteries: An Operando Acoustic Emission Study of the LiNiO2Cathode in Li–Ion Cells (Batteries & Supercaps 10/2020),10.1002/batt.202000206,/doi/10.1002/batt.202000206,"Simon Schweidler, ,, Matteo Bianchini, ,, Pascal Hartmann, ,, Torsten Brezesinski, ,, Jürgen Janek, ,",Batteries & Supercaps,"Volume 3, Issue 10",First published: 16 September 2020,Free Access,page_045.html
Insights into Electrolyte-Solvent Interactions and SEI Formation for Sustainable Sodium-Ion Battery Operation at Low Temperatures,10.1002/smtd.202402142,/doi/10.1002/smtd.202402142,"Soohwan Kim, ,, Vinay Mirzapure, ,, Rasha Atwi, ,, Heramba V. S. R. M. Koppisetti, ,, Kundan Wasnik, ,, Nav Nidhi Rajput, ,, Manjusha Shelke, ,, Vilas G. Pol, ,",Small Methods,"Volume 9, Issue 9",First published: 24 July 2025,Full Access,page_045.html
Emerging Surface Engineering Methods for Lithium Metal Anodes: Critical Review Beyond Conventional SEI and Surface Coatings (Adv. Mater. 38/2025),10.1002/adma.70598,/doi/10.1002/adma.70598,"Jaehyeong Bae, ,, Keonwoo Choi, ,, Jun Young Cheong, ,, Seongcheol Ahn, ,, Suha Cho, ,, Sung Gap Im, ,, Il-Doo Kim, ,",Advanced Materials,"Volume 37, Issue 38",First published: 26 September 2025,Free Access,page_045.html
Wax-Transferred Hydrophobic CVD Graphene Enables Water-Resistant and Dendrite-Free Lithium Anode toward Long Cycle Li–Air Battery,10.1002/advs.202100488,/doi/10.1002/advs.202100488,"Yong Ma, ,, Pengwei Qi, ,, Jun Ma, ,, Le Wei, ,, Liang Zhao, ,, Jian Cheng, ,, Yanhui Su, ,, Yuting Gu, ,, Yuebin Lian, ,, Yang Peng, ,, Yanbin Shen, ,, Liwei Chen, ,, Zhao Deng, ,, Zhongfan Liu, ,",Advanced Science,"Volume 8, Issue 16",First published: 03 June 2021,Open Access,page_045.html
Constructing LiF-Enriched Solid Electrolyte Interface on Graphene Arrays with Abundant Edges on Microscale Si-C Anodes Toward High-Energy Lithium-Ion Batteries,10.1002/adfm.202414384,/doi/10.1002/adfm.202414384,"Ke Ge, ,, Zhenhong Wang, ,, Jie Liu, ,, Yongbiao Mu, ,, Rui Wang, ,, Xiaoqian Xu, ,, Yichun Wang, ,, Zhiyu Zou, ,, Qing Zhang, ,, Meisheng Han, ,, Lin Zeng, ,",Advanced Functional Materials,"Volume 35, Issue 5",First published: 30 September 2024,Full Access,page_045.html
"Interrelation Between External Pressure, SEI Structure, and Electrodeposit Morphology in an Anode-Free Lithium Metal Battery (Adv. Energy Mater. 5/2024)",10.1002/aenm.202470023,/doi/10.1002/aenm.202470023,"Wei Liu, ,, Yiteng Luo, ,, Yuhang Hu, ,, Zidong Chen, ,, Qiang Wang, ,, Yungui Chen, ,, Naseem Iqbal, ,, David Mitlin, ,",Advanced Energy Materials,"Volume 14, Issue 5",First published: 01 February 2024,Free Access,page_045.html
Constructing Hydrophobic Interface with Close-Packed Coordination Supramolecular Network for Long-Cycling and Dendrite-Free Zn-Metal Batteries,10.1002/smll.202107971,/doi/10.1002/smll.202107971,"Zengren Tao, ,, Yuanfei Zhu, ,, Zekun Zhou, ,, Anding Wang, ,, Yuanming Tan, ,, Zhao Chen, ,, Minghao Yu, ,, Yangyi Yang, ,",Small,"Volume 18, Issue 22",First published: 02 May 2022,Full Access,page_045.html
Modulating Ionic Transport and Interface Chemistry via Surface-Modified Silica Carrier in Nano Colloid Electrolyte for Stable Cycling of Li-Metal Batteries (Small 43/2023),10.1002/smll.202370360,/doi/10.1002/smll.202370360,"Minhong Lim, ,, Hyeongguk An, ,, Jiyeon Seo, ,, Mingyu Lee, ,, Hyuntae Lee, ,, Hyeokjin Kwon, ,, Hee-Tak Kim, ,, Daniel Esken, ,, Ryo Takata, ,, Hyun A Song, ,, Hongkyung Lee, ,",Small,"Volume 19, Issue 43",First published: 25 October 2023,Free Access,page_045.html
A New Cell Configuration for a More Precise Electrochemical Evaluation of an Artificial Solid-Electrolyte Interphase,10.1002/batt.202000255,/doi/10.1002/batt.202000255,"Jernej Bobnar, ,, Alen Vizintin, ,, Gregor Kapun, ,, Christian Njel, ,, Rémi Dedryvère, ,, Robert Dominko, ,, Bostjan Genorio, ,",Batteries & Supercaps,"Volume 4, Issue 4",First published: 16 December 2020,Full Access,page_045.html
Towards Superior Aqueous Zinc-Ion Batteries: The Insights of Artificial Protective Interfaces,10.1002/cssc.202301942,/doi/10.1002/cssc.202301942,"Asad Farooq, ,, Ran Zhao, ,, Xiaomin Han, ,, Jingjing Yang, ,, Zhifan Hu, ,, Chuan Wu, ,, Ying Bai, ,",ChemSusChem,"Volume 17, Issue 20",First published: 12 May 2024,Full Access,page_045.html
Alumina – Stabilized SEI and CEI in Potassium Metal Batteries,10.1002/ange.202402214,/doi/10.1002/ange.202402214,"Pengcheng Liu, ,, Hongchang Hao, ,, Aditya Singla, ,, Bairav S. Vishnugopi, ,, John Watt, ,, Partha P. Mukherjee, ,, David Mitlin, ,",Angewandte Chemie,"Volume 136, Issue 31",First published: 14 May 2024,Full Access,page_045.html
Electrochemical Active Micro-Protein Coating by Self-Assembling 2D-Microfluidics for Stabilizing Lithium Metal Anode,10.1002/adfm.202310593,/doi/10.1002/adfm.202310593,"Ang Ye, ,, Zhiwei Zhu, ,, Zhongfeng Ji, ,, Xuewei He, ,, Yan He, ,, Xuewei Fu, ,, Wei Yang, ,, Yu Wang, ,",Advanced Functional Materials,"Volume 34, Issue 6",First published: 27 October 2023,Full Access,page_045.html
Sulfonyl Molecules Induced Oriented Lithium Deposition for Long-Term Lithium Metal Batteries,10.1002/anie.202315122,/doi/10.1002/anie.202315122,"Da Zhang, ,, Rong Gu, ,, Yunxu Yang, ,, Jiaqi Ge, ,, Jinting Xu, ,, Qunjie Xu, ,, Penghui Shi, ,, Mingxian Liu, ,, Zaiping Guo, ,, Yulin Min, ,",Angewandte Chemie International Edition,"Volume 63, Issue 13",First published: 04 February 2024,Full Access,page_045.html
Cover Picture: Extensive Sodium Metal Plating and Stripping in a Highly Concentrated Inorganic−Organic Ionic Liquid Electrolyte through Surface Pretreatment (ChemElectroChem 5/2017),10.1002/celc.201700329,/doi/10.1002/celc.201700329,"Andrew Basile, ,, Faezeh Makhlooghiazad, ,, Ruhamah Yunis, ,, Douglas R. MacFarlane, ,, Maria Forsyth, ,, Patrick C. Howlett, ,",ChemElectroChem,"Volume 4, Issue 5",First published: 28 April 2017,Free Access,page_045.html
Chelation-Driven Electrolyte Design for Enhanced Interface and Electrochemical Window in Aqueous Aluminum Batteries,10.1002/ange.202508641,/doi/10.1002/ange.202508641,"Dan-Yang Wang, ,, Erhai Hu, ,, Gang Wu, ,, Honghan Choo, ,, Carlo Franke, ,, Bei-Er Jia, ,, Jinxuan Song, ,, Afriyanti Sumboja, ,, Ivandini T. Anggraningrum, ,, Anne Zulfia Syahrial, ,, Qiang Zhu, ,, Man-Fai Ng, ,, Tong Li, ,, Qingyu Yan, ,",Angewandte Chemie,"Volume 137, Issue 33",First published: 11 June 2025,Full Access,page_046.html
Spatiotemporal Changes of the Solid Electrolyte Interphase in Lithium-Ion Batteries Detected by Scanning Electrochemical Microscopy,10.1002/anie.201403935,/doi/10.1002/anie.201403935,"Heinz Bülter, ,, Fabian Peters, ,, Julian Schwenzel, ,, Gunther Wittstock, ,",Angewandte Chemie International Edition,"Volume 53, Issue 39",First published: 30 July 2014,Full Access,page_046.html
Soluble Covalent Organic Frameworks as Efficient Lithiophilic Modulator for High-Performance Lithium Metal Batteries,10.1002/anie.202422040,/doi/10.1002/anie.202422040,"Shen Xu, ,, Tuoya Naren, ,, Yanwei Zhao, ,, Qianfeng Gu, ,, Ting Wai Lau, ,, Chun-Sing Lee, ,, Fu-Rong Chen, ,, Jun Yin, ,, Libao Chen, ,, Qichun Zhang, ,",Angewandte Chemie International Edition,"Volume 64, Issue 15",First published: 28 January 2025,Open Access,page_046.html
Cover Feature: A New Cell Configuration for a More Precise Electrochemical Evaluation of an Artificial Solid-Electrolyte Interphase (4/2021),10.1002/batt.202100062,/doi/10.1002/batt.202100062,"Jernej Bobnar, ,, Alen Vizintin, ,, Gregor Kapun, ,, Christian Njel, ,, Rémi Dedryvère, ,, Robert Dominko, ,, Bostjan Genorio, ,",Batteries & Supercaps,"Volume 4, Issue 4",First published: 15 March 2021,Free Access,page_046.html
Enhancing Electrochemical Characteristics of Li-Metal Electrodes: The Impact of Pre-TreatmentviaCO2Gas Reaction,10.1002/celc.202400211,/doi/10.1002/celc.202400211,"Yeji Kim, ,, Paul Maldonado Nogales, ,, Changhee Lee, ,, Soon-Ki Jeong, ,",ChemElectroChem,"Volume 11, Issue 13",First published: 19 June 2024,Open Access,page_046.html
Review of Local In Situ Probing Techniques for the Interfaces of Lithium-Ion and Lithium–Oxygen Batteries,10.1002/ente.201600141,/doi/10.1002/ente.201600141,"Patrick Schwager, ,, Heinz Bülter, ,, Inka Plettenberg, ,, Gunther Wittstock, ,",Energy Technology,"Volume 4, Issue 12",First published: 27 July 2016,Open Access,page_046.html
An Artificial Protective Coating toward Dendrite-Free Lithium-Metal Anodes for Lithium–Sulfur Batteries,10.1002/ente.202000348,/doi/10.1002/ente.202000348,"Liu Luo, ,, Arumugam Manthiram, ,",Energy Technology,"Volume 8, Issue 7",First published: 28 May 2020,Full Access,page_046.html
Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,/doi/10.1002/smtd.202300857,"Liese B. Hubrechtsen, ,, Louis L. De Taeye, ,, Philippe M. Vereecken, ,",Small Methods,"Volume 8, Issue 1",First published: 06 October 2023,Full Access,page_046.html
Heterogeneous Solid-Electrolyte Interphase in Graphite Electrodes Assessed by 4D-Resolved Computational Simulations,10.1002/batt.202100030,/doi/10.1002/batt.202100030,"Mehdi Chouchane, ,, Oier Arcelus, ,, Alejandro A. Franco, ,",Batteries & Supercaps,"Volume 4, Issue 9",First published: 15 April 2021,Open Access,page_046.html
Modulating Ionic Transport and Interface Chemistry via Surface-Modified Silica Carrier in Nano Colloid Electrolyte for Stable Cycling of Li-Metal Batteries,10.1002/smll.202302722,/doi/10.1002/smll.202302722,"Minhong Lim, ,, Hyeongguk An, ,, Jiyeon Seo, ,, Mingyu Lee, ,, Hyuntae Lee, ,, Hyeokjin Kwon, ,, Hee-Tak Kim, ,, Daniel Esken, ,, Ryo Takata, ,, Hyun A Song, ,, Hongkyung Lee, ,",Small,"Volume 19, Issue 43",First published: 27 June 2023,Full Access,page_046.html
Li[(FSO2)(n-C4F9SO2)N]: A Difunctional Salt for Ethylene-Carbonate- and Additive-Free Electrolyte for Li-Ion Cells,10.1002/celc.202100330,/doi/10.1002/celc.202100330,"Qiang Ma, ,, Ziyu Song, ,, Juanjuan Liu, ,, Liping Zheng, ,, Heng Zhang, ,, Xuejie Huang, ,, Michel Armand, ,, Wenfang Feng, ,, Jin Nie, ,, Zhibin Zhou, ,",ChemElectroChem,"Volume 8, Issue 10",First published: 19 April 2021,Full Access,page_046.html
A Fluoride-Rich Solid-Like Electrolyte Stabilizing Lithium Metal Batteries,10.1002/adma.202313135,/doi/10.1002/adma.202313135,"Huashan Wang, ,, Weiyuan Huang, ,, Ruijun Rao, ,, Jiacheng Zhu, ,, Huige Chen, ,, Haoyu Liu, ,, Jiashuai Li, ,, Qiufen Li, ,, Mengxi Bai, ,, Xiang Wang, ,, Xuefeng Wang, ,, Tongchao Liu, ,, Khalil Amine, ,, Ziqi Wang, ,",Advanced Materials,"Volume 36, Issue 19",First published: 02 February 2024,Full Access,page_046.html
Ternary Potassium-Bismuth-Telluride Intermetallic Support Promotes Electrochemical Stability in Potassium Metal Anodes,10.1002/anie.202502213,/doi/10.1002/anie.202502213,"Rohit Raj, ,, Yixian Wang, ,, Dean Yen, ,, Aditya Singla, ,, Jiefeng Diao, ,, Hongchang Hao, ,, Varun R. Kankanallu, ,, Bairav S. Vishnugopi, ,, Mingyuan Ge, ,, John Watt, ,, Graeme Henkelman, ,, Yu-chen Karen Chen-Wiegart, ,, Partha P. Mukherjee, ,, David Mitlin, ,",Angewandte Chemie International Edition,"Volume 64, Issue 32",First published: 05 June 2025,Open Access,page_046.html
A Solid–Liquid Hybrid Electrolyte With Weak-Solvated Solvent to Reduce Li+Transfer Barrier at Electrode and Solid Electrolyte Interphase,10.1002/bte2.20250029,/doi/10.1002/bte2.20250029,"Xiaojuan Zhang, ,, Dongni Zhao, ,, Yin Quan, ,, Hui Wang, ,, Junwei Zhang, ,, Jinlong Sun, ,, Yu Zhu, ,, Liping Mao, ,, Ningshuang Zhang, ,, Shiyou Li, ,",Battery Energy,"Volume 4, Issue 6",First published: 27 August 2025,Open Access,page_046.html
Designed Construction of Bifunctional Interphase Preactivated via Over-Discharge Strategy Toward Stable Lithium–Sulfur Batteries,10.1002/adfm.202511467,/doi/10.1002/adfm.202511467,"Wenming Song, ,, Hui Liu, ,, Mai Li, ,, Weiqing Shi, ,, Zilong Jiang, ,, Huifang Li, ,, Lisheng Zhang, ,, Peng Wang, ,, Xiaojun Wang, ,, Zhiming Liu, ,",Advanced Functional Materials,Early View,First published: 11 July 2025,Full Access,page_046.html
Sulfonyl Molecules Induced Oriented Lithium Deposition for Long-Term Lithium Metal Batteries,10.1002/ange.202315122,/doi/10.1002/ange.202315122,"Da Zhang, ,, Rong Gu, ,, Yunxu Yang, ,, Jiaqi Ge, ,, Jinting Xu, ,, Qunjie Xu, ,, Penghui Shi, ,, Mingxian Liu, ,, Zaiping Guo, ,, Yulin Min, ,",Angewandte Chemie,"Volume 136, Issue 13",First published: 04 February 2024,Full Access,page_046.html
A Nafion protective layer for stabilizing lithium metal anodes in working lithium–sulfur batteries,10.1002/bte2.20220006,/doi/10.1002/bte2.20220006,"Zheng Li, ,, Li-Peng Hou, ,, Xue-Qiang Zhang, ,, Bo-Quan Li, ,, Jia-Qi Huang, ,, Cheng-Meng Chen, ,, Quan-Bing Liu, ,, Rong Xiang, ,, Qiang Zhang, ,",Battery Energy,"Volume 1, Issue 3",First published: 22 June 2022,Open Access,page_046.html
Insight into uniform filming of LiF-rich interphase via synergistic adsorption for high-performance lithium metal anode,10.1002/EXP.20230114,/doi/10.1002/EXP.20230114,"Yufang He, ,, Li Wang, ,, Aiping Wang, ,, Bo Zhang, ,, Hiep Pham, ,, Jonghyun Park, ,, Xiangming He, ,",Exploration,"Volume 4, Issue 2",First published: 22 December 2023,Open Access,page_047.html
Versatile Biopolymers for Advanced Lithium and Zinc Metal Batteries,10.1002/adma.202413515,/doi/10.1002/adma.202413515,"Shimei Li, ,, Chunyi Zhi, ,",Advanced Materials,"Volume 37, Issue 22",First published: 26 November 2024,Full Access,page_047.html
Lithium Metal Electrode with Increased Air Stability and Robust Solid Electrolyte Interphase Realized by Silane Coupling Agent Modification,10.1002/adma.202008133,/doi/10.1002/adma.202008133,"Yanyan Wang, ,, Zhijie Wang, ,, Liang Zhao, ,, Qining Fan, ,, Xiaohui Zeng, ,, Sailin Liu, ,, Wei Kong Pang, ,, Yan-Bing He, ,, Zaiping Guo, ,",Advanced Materials,"Volume 33, Issue 14",First published: 03 March 2021,Full Access,page_047.html
In-Situ Formation of a LiF-Rich Interphase for Graphite Anode Operated at Low Temperatures,10.1002/cssc.202401183,/doi/10.1002/cssc.202401183,"Yue Yin, ,, Gaohong Liu, ,, Yu Peng, ,, Zhong Fang, ,, Xiaoli Dong, ,",ChemSusChem,"Volume 18, Issue 1",First published: 22 July 2024,Full Access,page_047.html
The Electrochemical Performance of Silicon Nanoparticles in Concentrated Electrolyte,10.1002/cssc.201800480,/doi/10.1002/cssc.201800480,"Zeng-hua Chang, ,, Jian-tao Wang, ,, Zhao-hui Wu, ,, Min Gao, ,, Shuai-jin Wu, ,, Shi-gang Lu, ,",ChemSusChem,"Volume 11, Issue 11",First published: 19 April 2018,Full Access,page_047.html
Unblocked Electron Channels Enable Efficient Contact Prelithiation for Lithium-Ion Batteries,10.1002/adma.202110337,/doi/10.1002/adma.202110337,"Xin-Yang Yue, ,, Yu-Xing Yao, ,, Jing Zhang, ,, Si-Yu Yang, ,, Zeheng Li, ,, Chong Yan, ,, Qiang Zhang, ,",Advanced Materials,"Volume 34, Issue 15",First published: 09 February 2022,Full Access,page_047.html
Thermal Induced Strain Relaxation of 1D Iron Oxide for Solid Electrolyte Interphase Control and Lithium Storage Improvement,10.1002/aenm.201601582,/doi/10.1002/aenm.201601582,"Kangning Zhao, ,, Mingying Wen, ,, Yifan Dong, ,, Lei Zhang, ,, Mengyu Yan, ,, Wangwang Xu, ,, Chaojiang Niu, ,, Liang Zhou, ,, Qiulong Wei, ,, Wenhao Ren, ,, Xuanpeng Wang, ,, Liqiang Mai, ,",Advanced Energy Materials,"Volume 7, Issue 6",First published: 02 December 2016,Full Access,page_047.html
Toward the Formation of the Solid Electrolyte Interphase on Alkaline Metal Anodes: Ab Initio Simulations,10.1002/batt.202300156,/doi/10.1002/batt.202300156,"Daniel Stottmeister, ,, Axel Groß, ,",Batteries & Supercaps,"Volume 6, Issue 8",First published: 24 May 2023,Open Access,page_047.html
Reaction Mechanisms of Sodium-Ion Batteries under Various Charge and Discharge Conditions in a Three-Electrode Setup,10.1002/celc.201800387,/doi/10.1002/celc.201800387,"Xiaona Song, ,, Xunfu Zhou, ,, Yanxue Zhou, ,, Yaoming Deng, ,, Tao Meng, ,, Aimei Gao, ,, Junmin Nan, ,, Dong Shu, ,, Fenyun Yi, ,",ChemElectroChem,"Volume 5, Issue 17",First published: 10 June 2018,Full Access,page_047.html
"Liberating the Electrolyte via In Situ Conversion of an Amide, Sulfonate-Containing Monomer Precursor for High-Temperature Graphite/NCM Batteries",10.1002/adfm.202301550,/doi/10.1002/adfm.202301550,"Xueying Zheng, ,, Zhang Cao, ,, Wei Luo, ,, Tong Zhao, ,, Yan Han, ,, Hao Yang, ,, Xuyang Liu, ,, Yu Zhou, ,, Jiayun Wen, ,, Yue Shen, ,, Honghe Zheng, ,, Yunhui Huang, ,",Advanced Functional Materials,"Volume 33, Issue 38",First published: 02 June 2023,Full Access,page_047.html
Correlating Graphite Surface with Interphase for Fast-Charging and Low-Temperature Operation,10.1002/adfm.202403682,/doi/10.1002/adfm.202403682,"Yue Yin, ,, Yu Peng, ,, Jiawei Chen, ,, Yonggang Wang, ,, Xiaoli Dong, ,, Yongyao Xia, ,",Advanced Functional Materials,"Volume 34, Issue 40",First published: 08 April 2024,Full Access,page_047.html
Cycle-dependent Microstructural Changes of Silicon-Carbon Composite Anodes for Lithium-Ion Batteries,10.1002/bkcs.11660,/doi/10.1002/bkcs.11660,"Myungbeom Sohn, ,, Dong Geun Lee, ,, Dong Jae Chung, ,, Ayoung Kim, ,, Hansu Kim, ,",Bulletin of the Korean Chemical Society,"Volume 40, Issue 2",First published: 24 January 2019,Full Access,page_047.html
Sulfur Vacancies and 1T Phase-Rich MoS2Nanosheets as an Artificial Solid Electrolyte Interphase for 400 Wh kg−1Lithium Metal Batteries,10.1002/adma.202312773,/doi/10.1002/adma.202312773,"Jinlei Qin, ,, Fei Pei, ,, Rui Wang, ,, Lin Wu, ,, Yan Han, ,, Pei Xiao, ,, Yue Shen, ,, Lixia Yuan, ,, Yunhui Huang, ,, Deli Wang, ,",Advanced Materials,"Volume 36, Issue 21",First published: 13 February 2024,Full Access,page_047.html
Robust Nanoscale Anode Protective Layers toward Fast-Charge High-Energy-Density Lithium Metal Batteries,10.1002/adma.202416377,/doi/10.1002/adma.202416377,"Chuanfa Li, ,, Yin Cui, ,, Shenghao Lin, ,, Pengwei Ma, ,, Yiwei Ji, ,, Zongheng Cen, ,, Guofang Yu, ,, Shimei Li, ,, Shaohong Liu, ,, Dingcai Wu, ,",Advanced Materials,"Volume 37, Issue 11",First published: 11 February 2025,Full Access,page_047.html
Dynamically lithium-compensated polymer artificial SEI to assist highly stable lithium-rich manganese-based anode-free lithium metal batteries,10.1007/s12598-023-02609-1,/doi/10.1007/s12598-023-02609-1,"Ming-Ji Peng, ,, Jin-Qiu Zhou, ,, Ting-Ting Han, ,, Yang Zhou, ,, Jie Liu, ,, Na Xu, ,, Zhen-Kang Wang, ,, Wen-Bin Lin, ,, Cheng-Lin Yan, ,",Rare Metals,"Volume 43, Issue 6",First published: 01 June 2024,,page_047.html
