title,authors,year,doi,pdf_url,article_url,cited_by,abstract
A Review of Lithium-Ion Battery Capacity Estimation Methods for Onboard Battery Management Systems: Recent Progress and Perspectives,"Jichang Peng, Jinhao Meng, Dan Chen, Haitao Liu, Sipeng Hao, Xin Sui, Xinghao Du",2022,https://doi.org/10.3390/batteries8110229,https://www.mdpi.com/2313-0105/8/11/229/pdf?version=1668652013,https://www.mdpi.com/2313-0105/8/11/229,62,"With the widespread use of Lithium-ion (Li-ion) batteries in Electric Vehicles (EVs), Hybrid EVs and Renewable Energy Systems (RESs), much attention has been given to Battery Management System (BMSs). By monitoring the terminal voltage, current and temperature, BMS can evaluate the status of the Li-ion batteries and manage the operation of cells in a battery pack, which is fundamental for the high efficiency operation of EVs and smart grids. Battery capacity estimation is one of the key functions in the BMS, and battery capacity indicates the maximum storage capability of a battery which is essential for the battery State-of-Charge (SOC) estimation and lifespan management. This paper mainly focusses on a review of capacity estimation methods for BMS in EVs and RES and provides practical and feasible advice for capacity estimation with onboard BMSs. In this work, the mechanisms of Li-ion batteries capacity degradation are analyzed first, and then the recent processes for capacity estimation in BMSs are reviewed, including the direct measurement method, analysis-based method, SOC-based method and data-driven method. After a comprehensive review and comparison, the future prospective of onboard capacity estimation is also discussed. This paper aims to help design and choose a suitable capacity estimation method for BMS application, which can benefit the lifespan management of Li-ion batteries in EVs and RESs. Full article"
An Experimental Study of Power Smoothing Methods to Reduce Renewable Sources Fluctuations Using Supercapacitors and Lithium-Ion Batteries,"Dario Benavides, Paul Arévalo, Marcos Tostado-Véliz, David Vera, Antonio Escamez, José A. Aguado, Francisco Jurado",2022,https://doi.org/10.3390/batteries8110228,https://www.mdpi.com/2313-0105/8/11/228/pdf?version=1668663717,https://www.mdpi.com/2313-0105/8/11/228,27,"The random nature of renewable sources causes power fluctuations affecting the stability in the utility grid. This problem has motivated the development of new power smoothing techniques using supercapacitors and batteries. However, experimental studies based on multiple renewable sources (photovoltaic, wind, hydrokinetic) that demonstrate the validity of power smoothing techniques under real conditions still require further study. For this reason, this article presents a feasibility study of a renewable grid-connected system, addressing various aspects based on power quality and energy management. The first of them is related to the fluctuations produced by the stochastic characteristics of renewable sources and demand. Two power smoothing algorithms are presented (ramp rate and moving average) combining photovoltaic, wind, and hydrokinetic sources with a hybrid storage system composed of supercapacitors and lithium-ion batteries. Then, the self-consumption for an industrial load is analyzed by studying the energy flows between the hybrid renewable energy sources and the grid. The main novelty of this paper is the operability of the supercapacitor. The experimental results show that when applying the power smoothing ramp rate method, the supercapacitor operates fewer cycles with respect to the moving average method. This result is maintained by varying the capacity of the renewable sources. Moreover, by increasing the capacity of photovoltaic and wind renewable sources, the hybrid storage system requires a greater capacity only of supercapacitors, while by increasing the capacity of hydrokinetic turbines, the battery requirement increases considerably. Finally, the cost of energy and self-consumption reach maximum values by increasing the capacity of the hydrokinetic turbines and batteries. Full article"
A Solid Redox Mediator Analog as a Highly Efficient Catalyst for Na–O2Batteries,"Qin-yin Shen, Jin-ling Ma, Ming-lu Li, Wei He, Ying-yue Tan, Peng-yu Zhou, Yu Wang",2022,https://doi.org/10.3390/batteries8110227,https://www.mdpi.com/2313-0105/8/11/227/pdf?version=1668140686,https://www.mdpi.com/2313-0105/8/11/227,4,"During the discharge of Na–O 2 batteries, O 2 is reduced and combines with Na + to form an insulating solid sodium oxide on the cathode, which severely hinders the mass transfer path, resulting in high polarization voltage, low energy efficiency, and short battery life. Hereby, we proposed a novel illumination-assisted Na–O 2 battery in which bismuth vanadate (BiVO 4 ) with few defects and high surface areas was used as the catalyst. It showed that the charge overpotential under photo assistance reduced by 1.11 V compared with that of the dark state one. Additionally, the insolating sodium oxide discharge products were completely decomposed, which was the key to running Na–O 2 batteries over 200 cycles with a charge potential of no more than 3.65 V, while its counterpart (under dark condition) at 200 cycles had the charge potential higher than 4.25 V. The experiment combined with theoretical calculation shows that few defects, high surface areas, the altered electron transfer kinetics, and the low energy gap and low oxygen absorption energy of the (040) crystal face of monoclinic BiVO 4 play an important role in catalyzing oxygen reduction reaction (ORR) and oxygen evolution reaction (OER). Full article"
In Situ Li-In Anode Formation on the Li7La3Zr2O12Solid Electrolyte in All-Solid-State Battery,"Evgeniya Il’ina, Konstantin Druzhinin, Efim Lyalin, Ilua Talankin",2022,https://doi.org/10.3390/batteries8110226,https://www.mdpi.com/2313-0105/8/11/226/pdf?version=1668675172,https://www.mdpi.com/2313-0105/8/11/226,6,"Li 7 La 3 Zr 2 O 12 is considered to be a promising solid electrolyte for all-solid-state batteries. The problem of the poor wettability of Li 7 La 3 Zr 2 O 12 by metallic Li can be solved by using Li-In alloys as anode materials. Li-In alloys with different Li contents (40–90 at%) were prepared by an in situ method and investigated in symmetric cells with a Li 7 La 3 Zr 2 O 12 -based solid electrolyte. The interface resistance between the Li-In alloy (90 at% Li) and solid electrolyte is equal to ~11 Ω cm 2 at 200 °C. The cells with 80–90 at% Li in the Li-In anode show stable behavior during cycling with an applied current of ±8 mA (40 mA cm −2 ). No degradation of the Li 7 La 3 Zr 2 O 12 -based solid electrolyte in contact with the lithium–indium alloy was observed after galvanostatic cycling. Therefore, the Li-In alloy obtained by our in situ method can be applied as an anode material with Li 7 La 3 Zr 2 O 12 -based solid electrolyte in lithium power sources. Full article"
Research Progress of Working Electrode in Electrochemical Extraction of Lithium from Brine,"Yangyang Wang, Guangya Zhang, Guangfeng Dong, Heng Zheng",2022,https://doi.org/10.3390/batteries8110225,https://www.mdpi.com/2313-0105/8/11/225/pdf?version=1668675163,https://www.mdpi.com/2313-0105/8/11/225,13,"Efficient extraction of Li from brine at a low cost is becoming a key technology to solve energy and environmental problems. Electrochemical extraction of Li has become a research hotspot due to its low energy consumption, high selectivity, and environmental friendliness. LiMn 2 O 4 , LiFePO 4 , and LiNi 1/3 Co 1/3 Mn 1/3 O 2 are widely used as cathode materials for the electrochemical extraction of Li but they also have some drawbacks, such as a small adsorption capacity. In this paper, the principle of electrochemical Li extraction from brine is reviewed and the research progress and analysis of the above three working electrode materials is summarized. In addition, analysis of the extraction of other rare ions from the working electrode material and the effect of micro-organisms on the working electrode material is also presented. Next, the shortcomings of working electrode materials are expounded upon and the research direction of working electrode materials in electrochemical Li extraction technology are prospected. It is hoped that this paper can provide insights and guidance for the research and application of electrochemical Li extraction from brine. Full article"
Reliable Online Internal Short Circuit Diagnosis on Lithium-Ion Battery Packs via Voltage Anomaly Detection Based on the Mean-Difference Model and the Adaptive Prediction Algorithm,"Rui Cao, Zhengjie Zhang, Jiayuan Lin, Jiayi Lu, Lisheng Zhang, Lingyun Xiao, Xinhua Liu, Shichun Yang",2022,https://doi.org/10.3390/batteries8110224,https://www.mdpi.com/2313-0105/8/11/224/pdf?version=1668671117,https://www.mdpi.com/2313-0105/8/11/224,22,"The safety issue of lithium-ion batteries is a great challenge for the applications of EVs. The internal short circuit (ISC) of lithium-ion batteries is regarded as one of the main reasons for the lithium-ion batteries failure. However, the online ISC diagnosis algorithm for real vehicle data remains highly imperfect at present. Based on the onboard data from the cloud battery management system (BMS), this work proposes an ISC diagnosis algorithm for battery packs with high accuracy and high robustness via voltage anomaly detection. The mean-difference model (MDM) is applied to characterize large battery packs. A diagram of the adaptive integrated prediction algorithm combining MDM and a bi-directional long short-term memory (Bi-LSTM) neural network is firstly proposed to approach the voltage prediction of each cell. The diagnosis of an ISC is realized based on the residual analysis between the predicted and the actual state. The experimental data in DST conditions evaluate the proposed algorithm by comparing it with the solo equivalent circuit-based prediction algorithm and the Bi-LSTM based prediction algorithm. Finally, through the practical vehicle data from the cloud BMS, the diagnosis and pre-warn ability of the proposed algorithm for an ISC and thermal runaway (TR) in batteries are verified. The ISC diagnosis algorithm that is proposed in this paper can effectively identify the gradual ISC process in advance of it. Full article"
Porous Electrode Materials for Zn-Ion Batteries: From Fabrication and Electrochemical Application,"Qixin Yang, Qingjiang Liu, Wei Ling, Haojiang Dai, Huanhui Chen, Jianghe Liu, Yejun Qiu, Liubiao Zhong",2022,https://doi.org/10.3390/batteries8110223,https://www.mdpi.com/2313-0105/8/11/223/pdf?version=1667814094,https://www.mdpi.com/2313-0105/8/11/223,5,"Porous materials as electrode materials have demonstrated numerous benefits for high-performance Zn-ion batteries in recent years. In brief, porous materials as positive electrodes provide distinctive features such as faster electron transport, shorter ion diffusion distance, and richer electroactive reaction sites, which improve the kinetics of positive electrode reactions and achieve higher rate capacity. On the other hand, the porous structures as negative electrodes also exhibit electrochemical properties possessing higher surface area and reducing local current density, which favors the uniform Zn deposition and restrains the dendrite formation. In view of their advantages, porous electrode materials for ZIB are expected to be extensively applied in electric and hybrid electric vehicles and portable electronic devices. In this review, we highlight the methods of synthesizing porous electrode materials and discuss the mechanism of action of porous structures as electrodes on their electrochemical properties. At the end of this review, the perspectives on the future development of porous materials in the field of electrochemical energy storage are also discussed. Full article"
Comparative Study of Parameter Identification with Frequency and Time Domain Fitting Using a Physics-Based Battery Model,"Yulong Zhao, Andreas Jossen",2022,https://doi.org/10.3390/batteries8110222,https://www.mdpi.com/2313-0105/8/11/222/pdf?version=1667810087,https://www.mdpi.com/2313-0105/8/11/222,6,"Parameter identification with the pseudo-two-dimensional (p2D) model has been an important research topic in battery engineering because some of the physicochemical parameters used in the model can be measured, while some can only be estimated or calculated based on the measurement data. Various methods, either in the time domain or frequency domain, have been proposed to identify the parameters of the p2D model. While the methods in each domain bring their advantages and disadvantages, a comprehensive comparison regarding parameter identifiability and accuracy is still missing. In this present work, some selected physicochemical parameters of the p2D model are identified in four different cases and with different methods, either only in the time domain or with a combined model. Which parameters are identified in the frequency domain is decided by a comprehensive analysis of the analytical expression for the DRT spectrum. Finally, the parameter identifiability results are analyzed and the validation results with two highly dynamic load profiles are shown and compared. The results indicate that the model with ohmic resistance and the combined method achieves the best performance and the average voltage error is at the level of 12 mV. Full article"
Importance of Continuous and Simultaneous Monitoring of Both Electrode Voltages during Discharge/Charge Battery Tests: Application to Zn-Based Batteries,"Sebastián Lorca, Florencio Santos, Javier Padilla, J. J. López Cascales, Antonio J. Fernández Romero",2022,https://doi.org/10.3390/batteries8110221,https://www.mdpi.com/2313-0105/8/11/221/pdf?version=1667898832,https://www.mdpi.com/2313-0105/8/11/221,2,"Two different Zn-based batteries are tested, simultaneously recording the voltage of the negative and positive electrodes during the discharge/charge processes to evidence the advantages of using a three-electrode cell, including a pseudo-reference electrode, with respect to the normally applied two electrodes system. The three-electrode cell allows us to identify in each moment which electrode reveals unexpected events during a battery test and thus to act on it accordingly. In this work, alkaline Zn/Bi 2 O 3 and Zn/air batteries, including a pseudo-reference electrode, are subjected to different galvanostatic discharge/charge tests, highlighting several unforeseen changes and failures in both negative and positive electrodes. Thus, the usefulness of using a three-electrodes system in Zn-based batteries is revealed because it allows us to explain what the cause of the battery failure was and, if necessary, to act immediately. Finally, Spectroscopic Impedance measurements are also applied to a specific case of the Zn/Bi 2 O 3 battery using the same three-electrode cell. Full article"
Revealing Lithiation Kinetics and Battery Degradation Pathway in LiMn2O4-Based Commercial Cathodes via Electrochemical Strain Microscopy,"Denis Alikin, Boris Slautin, Andrei Kholkin",2022,https://doi.org/10.3390/batteries8110220,https://www.mdpi.com/2313-0105/8/11/220/pdf?version=1667637505,https://www.mdpi.com/2313-0105/8/11/220,6,"The capacity fade during the cycling of lithium batteries is a key factor limiting further progress in the improvement of electric vehicles, wearable electronic devices, alternative energy sources, etc. One of the main reasons for capacity loss is battery cathode degradation, which significantly influences the battery lifetime. Despite in-depth knowledge of battery degradation at the chemical level, the kinetics of the degradation at the resolution of the individual elements of the cathode are not fully understood. Here, we studied lithiation kinetics in commercial cathodes based on lithium manganese spinel using the electrochemical strain microscopy local method. Supported by the experimental finding, the “viscous fingers” model of lithium ions intercalation–deintercalation in individual particles of the cathode was proposed. The non-linear dynamics of the lithiation front were suggested to be stimulated by the non-uniform stress field and gradient of the chemical potential. Irregularity of the lithiation front causes the formation of the residual lithiated pocket in the delithiated particles, which effectively reduces the volume available for chemical reaction. The obtained results shed further light on the degradation of the lithium battery cathodes and can be applicable for other cathode materials. Full article"
Smart Battery Management Technology in Electric Vehicle Applications: Analytical and Technical Assessment toward Emerging Future Directions,"Molla Shahadat Hossain Lipu, Md. Sazal Miah, Shaheer Ansari, Safat B. Wali, Taskin Jamal, Rajvikram Madurai Elavarasan, Sachin Kumar, M. M. Naushad Ali, Mahidur R. Sarker, A. Aljanad, Nadia M. L. Tan",2022,https://doi.org/10.3390/batteries8110219,https://www.mdpi.com/2313-0105/8/11/219/pdf?version=1669002125,https://www.mdpi.com/2313-0105/8/11/219,38,"Electric vehicles (EVs) have received widespread attention in the automotive industry as the most promising solution for lowering CO 2 emissions and mitigating worldwide environmental concerns. However, the effectiveness of EVs can be affected due to battery health degradation and performance deterioration with lifespan. Therefore, an advanced and smart battery management technology is essential for accurate state estimation, charge balancing, thermal management, and fault diagnosis in enhancing safety and reliability as well as optimizing an EV’s performance effectively. This paper presents an analytical and technical evaluation of the smart battery management system (BMS) in EVs. The analytical study is based on 110 highly influential articles using the Scopus database from the year 2010 to 2020. The analytical analysis evaluates vital indicators, including current research trends, keyword assessment, publishers, research categorization, country analysis, authorship, and collaboration. The technical assessment examines the key components and functions of BMS technology as well as state-of-the-art methods, algorithms, optimization, and control surgeries used in EVs. Furthermore, various key issues and challenges along with several essential guidelines and suggestions are delivered for future improvement. The analytical analysis can guide future researchers in enhancing the technologies of battery energy storage and management for EV applications toward achieving sustainable development goals. Full article"
An Experimental Study on the Cell Balancing Parameters for Faulty Cell Detection in a Battery Module,"Woongchul Choi, Sungsoo Hong",2022,https://doi.org/10.3390/batteries8110218,https://www.mdpi.com/2313-0105/8/11/218/pdf?version=1667626979,https://www.mdpi.com/2313-0105/8/11/218,3,"Along with global efforts to reduce the carbon footprint, electrification of powertrains is occurring in various applications, certainly including transportation systems. One of the most important components is an electric energy storage system, i.e., a battery pack. Regardless of battery form factors, such as cylindrical, pouch and prismatic type, it is critical to maintain the safety of the battery module/pack by monitoring the conditions of each and every battery cell of the battery pack. It becomes even more critical as the battery cells are used over many charging and discharging cycles. Thermal runaways of the battery packs can even be triggered by a single faulty battery cell which degrades in an unexpected manner and speed compared to the neighboring battery cells, resulting in extreme fire hazards. Typically, this faulty cell with an abnormally increased internal resistance can be detected using a voltage sensor or a temperature sensor. However, in this study, instead of depending on those sensors, activities of cell balancing switching devices are used to identify a degraded cell compared to other cells in a relative manner. A currently proposed faulty cell detection algorithm was developed through multiple simulations with Matlab Simulink ® , then, a simple BMS prototype was built and tested as a proof of concept. Full article"
Characteristic Prediction and Temperature-Control Strategy under Constant Power Conditions for Lithium-Ion Batteries,"Junfu Li, Shaochun Xu, Changsong Dai, Ming Zhao, Zhenbo Wang",2022,https://doi.org/10.3390/batteries8110217,https://www.mdpi.com/2313-0105/8/11/217/pdf?version=1667564712,https://www.mdpi.com/2313-0105/8/11/217,6,"Accurate characteristic prediction under constant power conditions can accurately evaluate the capacity of lithium-ion battery output. It can also ensure safe use for new-energy vehicles and electrochemical energy storage. As the battery voltage continues to drop under constant power conditions, the battery current output will accordingly increase, which brings a risk of thermal runaway in instances of weak heat dissipation. Therefore, knowing how to control the battery temperature is very critical for safe use. At present, the model-based method for characteristic prediction and temperature control has been used by most scholars, and that is also the key to this method. This work firstly extends a cell model to a pack-based electrochemical two-dimensional thermal coupling model, considering the heterogeneity of different cells inside the pack, and obtains the model parameters for a prismatic lithium-ion battery with a rated capacity of 42 Ah. Characteristic prediction under constant power conditions is then conducted based on an iterative solution method. Validations of characteristic prediction indicate the convenience of the developed models, with average absolute errors of voltage and temperature less than 36 mV and 0.4 K, respectively, and power error less than 0.005%. Finally, two model-based temperature feed-forward control strategies with lower cooling costs and shorter prediction times were developed based on the battery characteristic predictions, which leaves room for further controller development. Full article"
Thermal Propagation Modelling of Abnormal Heat Generation in Various Battery Cell Locations,"Ao Li, Anthony Chun Yin Yuen, Wei Wang, Jingwen Weng, Chun Sing Lai, Sanghoon Kook, Guan Heng Yeoh",2022,https://doi.org/10.3390/batteries8110216,https://www.mdpi.com/2313-0105/8/11/216/pdf?version=1667557847,https://www.mdpi.com/2313-0105/8/11/216,13,"With the increasing demand for energy capacity and power density in battery systems, the thermal safety of lithium-ion batteries has become a major challenge for the upcoming decade. The heat transfer during the battery thermal runaway provides insight into thermal propagation. A better understanding of the heat exchange process improves a safer design and enhances battery thermal management performance. This work proposes a three-dimensional thermal model for the battery pack simulation by applying an in-house model to study the internal battery thermal propagation effect under the computational fluid dynamics (CFD) simulation framework. The simulation results were validated with the experimental data. The detailed temperature distribution and heat transfer behaviour were simulated and analyzed. The thermal behaviour and cooling performance were compared by changing the abnormal heat generation locations inside the battery pack. The results indicated that various abnormal heat locations disperse heat to the surrounding coolant and other cells. According to the current battery pack setups, the maximum temperature of Row 2 cases can be increased by 2.93%, and the temperature difference was also increased. Overall, a new analytical approach has been demonstrated to investigate several stipulating battery thermal propagation scenarios for enhancing battery thermal performances. Full article"
From Triboelectric Nanogenerator to Uninterrupted Power Supply System: The Key Role of Electrochemical Batteries and Supercapacitors,"Yajun Mi, Yin Lu, Xueqing Wang, Zequan Zhao, Xia Cao, Ning Wang",2022,https://doi.org/10.3390/batteries8110215,https://www.mdpi.com/2313-0105/8/11/215/pdf?version=1667531216,https://www.mdpi.com/2313-0105/8/11/215,29,"Currently, significant advances have been made in the field of high-performance energy storage technologies, such as Li-ion batteries and supercapacitors. However, the limited lifespans, as well as the frequent charging or replacement requirements, pose a set of challenges for their application in the Internet of things (IoTs), because the full power of the IoTs can only be realized by the sustainable operation of physical objects, especially embedded sensors, for the purpose of connecting and exchanging data with other devices and systems continually in real-time. A viable option for achieving the sustainability of the IoTs may be the combination of renewable energy harvesting technologies such as triboelectric nanogenerators (TENGs) with electrochemical energy storage technologies, where TENGs can harvest mechanical energies from ambient environments and transform them into electricity for charging electrochemical batteries and supercapacitors (SCs) conveniently, thus developing a new type of TENG-based uninterrupted power supply (TENG-UPS). In this review, we begin from a brief description of the operating mode of TENG and the integration strategy of TENG-UPS. The latest advances in the TENG-UPS are then thoroughly discussed from the perspective of structural design and system integration. Cutting edge developments of the as-designed self-powered sensing systems are then concisely illustrated to disclose the application potential in the IoTs. The main obstacles and future prospects for developing TENG-UPS-based intelligent systems are also highlighted in terms of design and manufacture at the conclusion. We expect this review will appropriately shine a light on the understanding of the key role of electrochemical energy storage devices in the development of TENG-based energy harvesting technology as well as the self-powered intelligent systems. Full article"
The Gel-State Electrolytes in Zinc-Ion Batteries,"Fulong Hu, Maoyun Li, Guowei Gao, Huiqing Fan, Longtao Ma",2022,https://doi.org/10.3390/batteries8110214,https://www.mdpi.com/2313-0105/8/11/214/pdf?version=1667479861,https://www.mdpi.com/2313-0105/8/11/214,34,"Zinc-ion batteries (ZIBs) are receiving increasing research attention due to their high energy density, resource abundance, low-cost, intrinsic high-safety properties, and the appropriate plating/stripping voltage. Gel-state electrolytes possess merits of having a wide electrochemical window, good flexibility, superior water retainability, and excellent compatibility with aqueous electrolytes, which makes them potential candidates for flexible batteries. However, the practical applications of ZIBs with gel-state electrolytes still have some issues of water content easily dropping, poor mechanical stability, and the interface problem. Therefore, the application of hydrogel-based, self-healing gel, gel polymer, thermos-reversible, and other additional functions of gel electrolytes in ZIBs are discussed in this review. Following that, the design of multi-functional gel-state electrolytes for ZIBs is proposed. Finally, the prospect and the challenges of this type of battery are described. Full article"
Possibilities for a Quick Onsite Safety-State Assessment of Stand-Alone Lithium-Ion Batteries,"Daniel Koch, Hans-Georg Schweiger",2022,https://doi.org/10.3390/batteries8110213,https://www.mdpi.com/2313-0105/8/11/213/pdf?version=1667467883,https://www.mdpi.com/2313-0105/8/11/213,5,"Electric vehicles’ high-voltage lithium-ion batteries are complex systems and can be sources of several hazards for interacting people. Sophisticated battery management systems (BMS) therefore constantly monitor their characteristics and varying states, to keep the battery within desired operational conditions and to mitigate safety risks as well as excessive degradation. However, there can be several situations where the battery is not in normal operation (e.g., a stand-alone battery) and a fully functional BMS monitoring function is not available. When necessary to interact with the system, its safety state must be deduced to ensure the safety of interactors. This can be a challenging task depending on a situation’s characteristics (time pressure, technical knowledge of involved people). Thus, this article discusses how the safety state of electric vehicle batteries can be evaluated quickly even by untrained people. To develop a solution, different scenarios, which require a battery’s state assessment, and the options for collecting relevant information are motivated and discussed, respectively. Finally, a mobile interface that can evaluate and display the safety state by using BMS-internal data is described and demonstrated. Full article"
“In Situ” Formation of Zn Anode from Bimetallic Cu-Zn Alloy (Brass) for Dendrite-Free Operation of Zn-Air Rechargeable Battery,"Tibor Nagy, Lajos Nagy, Zoltán Erdélyi, Eszter Baradács, György Deák, Miklós Zsuga, Sándor Kéki",2022,https://doi.org/10.3390/batteries8110212,https://www.mdpi.com/2313-0105/8/11/212/pdf?version=1668135173,https://www.mdpi.com/2313-0105/8/11/212,13,"In this article, the performance of brass electrode was investigated in a Zn-air (charcoal-based cathode) rechargeable battery. The construction of the battery was carried out with biodegradable materials, namely a cotton cloth diaphragm and carboxymethyl cellulose sodium salt (CMC-Na) viscosity modifier, while the battery skeleton was printed by 3D printing technology. The brass acted as a collector and a preferable surface for the metallic Zn deposition on the brass anode surface. The electrochemical behavior of the brass anode was investigated by cyclic voltammetry (CV). Cyclic performance tests were carried out, which showed stable cell operation even in the presence or absence of additives up to more than 100 cycles. Furthermore, high energy (E eff ) and Coulomb (C eff ) efficiencies, 80% (E eff ), 95% (C eff ), 75% (E eff ), and 95% (C eff ) were obtained, respectively. The Shepherd model was applied to describe the discharging processes of the Zn-air battery containing brass as anode in the presence of additive-free electrolyte or electrolyte with CMC-Na salt additive. It was found that the Shepherd equation described only approximately the resulting discharge curves. In order to attain a more precise mathematical description, stretched exponential function was implemented into the last term of the Shepherd equation. The need for such a correction shows the complexity of the electrochemical processes occurring in these systems. In addition, the surface of the brass anode was also investigated by scanning electron microscopy (SEM) and the composition of the brass alloys was determined by X-ray fluorescence spectroscopy (XRF). Importantly, the formation of dendritic deposition was successfully suppressed and a smooth and uniform surface was obtained after the cycling tests. Full article"
Nanostructured Lead Electrodes with Reduced Graphene Oxide for High-Performance Lead–Acid Batteries,"Matteo Rossini, Fabrizio Ganci, Claudio Zanca, Bernardo Patella, Giuseppe Aiello, Rosalinda Inguanta",2022,https://doi.org/10.3390/batteries8110211,https://www.mdpi.com/2313-0105/8/11/211/pdf?version=1667455316,https://www.mdpi.com/2313-0105/8/11/211,1,"Nanostructured Pb electrodes consisting of nanowire arrays were obtained by electrodeposition, to be used as negative electrodes for lead–acid batteries. Reduced graphene oxide was added to improve their performances. This was achieved via the electrochemical reduction of graphene oxide directly on the surface of nanowire arrays. The electrodes with and without reduced graphene oxide were tested in a 5 M sulfuric acid solution using a commercial pasted positive plate and an absorbed glass mat separator in a zero-gap configuration. The electrodes were tested in deep cycling conditions with a very low cut-off potential. Charge–discharge tests were performed at 5C. The electrode with reduced graphene oxide outperformed the electrode without reduced graphene oxide, as it was able to work with a very high utilization of active mass and efficiency. A specific capacity of 258 mAhg −1 –very close to the theoretical one–was achieved, and the electrode lasted for more than 1000 cycles. On the other hand, the electrode without reduced graphene oxide achieved a capacity close to 230 mAhg −1 , which corresponds to a 90% of utilization of active mass. Full article"
Effects of Excessive Prelithiation on Full-Cell Performance of Li-Ion Batteries with a Hard-Carbon/Nanosized-Si Composite Anode,"Yusuke Abe, Ippei Saito, Masahiro Tomioka, Mahmudul Kabir, Seiji Kumagai",2022,https://doi.org/10.3390/batteries8110210,https://www.mdpi.com/2313-0105/8/11/210/pdf?version=1668407849,https://www.mdpi.com/2313-0105/8/11/210,6,"The effects of excessive prelithiation on the full-cell performance of Li-ion batteries (LIBs) with a hard-carbon/nanosized-Si (HC/N-Si) composite anode were investigated; HC and N-Si simply mixed at mass ratios of 9:1 and 8:2 were analyzed. CR2032-type half- and full-cells were assembled to evaluate the electrochemical LIB anode behavior. The galvanostatic measurements of half-cell configurations revealed that the composite anode with an 8:2 HC/N-Si mass ratio exhibited a high capacity (531 mAh g −1 ) at 0.1 C and superior current-rate dependence (rate performance) at 0.1–10 C. To evaluate the practical LIB anode performance, the optimally performing composite anode was used in the full cell. Prior to full-cell assembly, the composite anodes were prelithiated via electrochemical Li doping at different cutoff anodic specific capacities (200–600 mAh g −1 ). The composite anode was paired with a LiNi 0.5 Co 0.2 Mn 0.3 O 2 cathode to construct full-cells, the performance of which was evaluated by conducting sequential rate and cycling performance tests. Prelithiation affected only the cycling performance, without affecting the rate performance. Excellent capacity retention was observed in the full-cells with prelithiation conducted at cutoff anodic specific capacities greater than or equal to 500 mAh g −1 . Full article"
Reducing the Computational Cost for Artificial Intelligence-Based Battery State-of-Health Estimation in Charging Events,"Alessandro Falai, Tiziano Alberto Giuliacci, Daniela Anna Misul, Pier Giuseppe Anselma",2022,https://doi.org/10.3390/batteries8110209,https://www.mdpi.com/2313-0105/8/11/209/pdf?version=1667465280,https://www.mdpi.com/2313-0105/8/11/209,12,"Powertrain electrification is bound to pave the way for the decarbonization process and pollutant emission reduction of the automotive sector, and strong attention should hence be devoted to the electrical energy storage system. Within such a framework, the lithium-ion battery plays a key role in the energy scenario, and the reduction of lifetime due to the cell degradation during its usage is bound to be a topical challenge. The aim of this work is to estimate the state of health (SOH) of lithium-ion battery cells with satisfactory accuracy and low computational cost. This would allow the battery management system (BMS) to guarantee optimal operation and extended cell lifetime. Artificial intelligence (AI) algorithms proved to be a promising data-driven modelling technique for the cell SOH prediction due to their great suitability and low computational demand. An accurate on-board SOH estimation is achieved through the identification of an optimal SOC window within the cell charging process. Several Bi-LSTM networks have been trained through a random-search algorithm exploiting constant current constant voltage (CCCV) test protocol data. Different analyses have been performed and evaluated as a trade-off between prediction performance (in terms of RMSE and customized accuracy) and computational burden (in terms of memory usage and elapsing time). Results reveal that the battery state of health can be predicted by a single-layer Bi-LSTM network with an error of 0.4% while just monitoring 40% of the entire charging process related to 60–100% SOC window, corresponding to the constant-voltage (CV) phase. Finally, results show that the amount of memory used for data logging and processing time has been cut by a factor of approximately 2.3. Full article"
Room-Temperature Liquid-Metal Coated Zn Electrode for Long Life Cycle Aqueous Rechargeable Zn-Ion Batteries,"Weldejewergis Gebrewahid Kidanu, Hyewon Yang, Saemin Park, Jaehyun Hur, Il Tae Kim",2022,https://doi.org/10.3390/batteries8110208,https://www.mdpi.com/2313-0105/8/11/208/pdf?version=1668143933,https://www.mdpi.com/2313-0105/8/11/208,7,"Aqueous rechargeable zinc-ion batteries (ARZIBs) are potential candidates for grid-scale energy storage applications. In addition to its reversible chemistry in aqueous electrolytes, Zn metal is stable in water and air. However, there are critical challenges, such as non-uniform plating, hydrogen evolution, corrosion, and the formation of a passivation layer, which must be addressed before practical applications. In this study, the surface of Zn metal was coated with room-temperature bulk liquid-metal and liquid-metal nanoparticles to facilitate the uniform plating of Zn–ions during cycling. A simple probe ultrasonication method was used to prepare the liquid-metal nanoparticles, and a nanoparticle suspension film was formed through spin coating. At an areal capacity and current density of 0.5 mAh cm −2 and 0.5 mA cm −2 , respectively, symmetric cells composed of bare Zn metal electrodes were prone to short-circuiting after ~45 h of deposition/striping cycles. However, under the same operating conditions, symmetric cells employing the room-temperature liquid-metal-coated electrodes operated stably for more than 500 h. Compared to the symmetric cell with bare Zn, the symmetric cell with the bulk liquid-metal coated electrode exhibited a significant reduction in the initial nucleation barrier, with respective values of 113.2 and 10.1 mV. Electrochemical characterization of practical full cells also showed significant improvements in the capacity and cycling performance derived from the room-temperature liquid-metal coating. Full article"
